id,first_name,last_name,risk,resiliency,risk_calculation,risk_category
8467,Debi,Viles,46,14,-32,critical
8468,Lita,Sidlow,13,49,36,medium
8469,Phineas,Divers,47,75,28,medium
8470,Annora,Sangwin,4,52,48,medium
8471,Stephie,Johnsey,75,8,-67,critical
8472,Horace,Chate,27,64,37,medium
8473,Valma,Cowthard,19,61,42,medium
8474,Brig,Wayt,60,81,21,high
8475,Kessia,Pedrick,63,3,-60,critical
8476,Kinsley,Liepina,11,9,-2,critical
8477,Allayne,Aldwich,11,54,43,medium
8478,Tye,Counter,60,11,-49,critical
8479,Jere,Ennor,63,69,6,high
8480,Martguerita,Noriega,34,3,-31,critical
8481,Ambros,Dodds,54,29,-25,critical
8482,Angelle,Hinsche,66,65,-1,critical
8483,Tobi,Cutsforth,71,100,29,medium
8484,Franklin,Corse,32,62,30,medium
8485,Samson,Kynder,54,98,44,medium
8486,Tabina,Allone,38,83,45,medium
8487,Allene,Letrange,94,76,-18,critical
8488,Norton,Ellerington,29,16,-13,critical
8489,Lilia,Campanelli,11,56,45,medium
8490,Gertruda,Trundle,93,91,-2,critical
8491,Celestia,Corbishley,11,50,39,medium
8492,Georgia,Gammill,100,96,-4,critical
8493,Dana,Santostefano.,33,42,9,high
8494,Trumann,Bootland,25,83,58,low
8495,Packston,Bontine,58,63,5,high
8496,Cthrine,Curryer,93,2,-91,critical
8497,Anallise,Wreakes,10,28,18,high
8498,Ofelia,Everit,56,92,36,medium
8499,Jonathon,McClaren,85,80,-5,critical
8500,Hollis,Keeping,24,35,11,high
8501,Natalina,Boulsher,62,100,38,medium
8502,Rhodie,Hunnybun,49,95,46,medium
8503,Dedie,Weymont,78,96,18,high
8504,Hubey,Lorryman,90,82,-8,critical
8505,Rodolphe,Cuchey,80,92,12,high
8506,Hayley,Whitehall,23,97,74,low
8507,Kippie,Orris,8,16,8,high
8508,Catlee,Bridgens,6,52,46,medium
8509,Terrell,Rice,42,87,45,medium
8510,Jaye,Busson,75,86,11,high
8511,Aida,De Caroli,60,75,15,high
8512,Thorny,Gull,67,24,-43,critical
8513,Vaughn,Van der Hoven,78,27,-51,critical
8514,Robby,World,57,84,27,medium
8515,Bendite,Ossenna,12,68,56,low
8516,Duffie,Bossel,6,6,0,high
8517,Vick,Colborn,87,63,-24,critical
8518,Halette,Jerschke,76,63,-13,critical
8519,Hildagarde,Wheelwright,48,37,-11,critical
8520,Truman,Odhams,49,89,40,medium
8521,Kristi,Romanin,57,60,3,high
8522,Sidnee,O'Currane,91,2,-89,critical
8523,Ralph,Janek,4,64,60,low
8524,Giralda,Skellern,95,7,-88,critical
8525,Colet,Rawsen,39,22,-17,critical
8526,Jess,Newark,30,18,-12,critical
8527,Ofilia,Bellward,88,1,-87,critical
8528,Denise,Langdridge,38,5,-33,critical
8529,Willie,Reside,53,46,-7,critical
8530,Stefan,Camden,62,5,-57,critical
8531,Marc,Sweating,95,13,-82,critical
8532,Lorrayne,Barrett,90,75,-15,critical
8533,Erick,Crum,47,60,13,high
8534,Kayle,Oldham,38,10,-28,critical
8535,Bobby,Alps,31,65,34,medium
8536,Cicily,Templar,93,35,-58,critical
8537,Shelbi,Frickey,87,44,-43,critical
8538,Sybyl,Curzon,73,86,13,high
8539,Babette,St. Quintin,22,3,-19,critical
8540,Philis,Kinmond,71,27,-44,critical
8541,Heall,Volette,58,65,7,high
8542,Maggie,Sclater,21,77,56,low
8543,Hill,Croydon,41,16,-25,critical
8544,Bram,Dewitt,74,43,-31,critical
8545,Laural,Ussher,14,14,0,high
8546,Nerta,Edgin,67,89,22,high
8547,Wally,Wakenshaw,83,88,5,high
8548,Robin,Liggett,70,8,-62,critical
8549,Chester,Jesteco,41,36,-5,critical
8550,Delainey,Balma,45,65,20,high
8551,Ros,De Clairmont,65,84,19,high
8552,Morse,Serjeantson,59,89,30,medium
8553,Morty,Pheby,10,59,49,medium
8554,Dyanna,Sherborn,18,74,56,low
8555,Melanie,Hawkes,22,34,12,high
8556,Madelin,Ragbourn,55,68,13,high
8557,Candice,Zanitti,3,29,26,medium
8558,Agnella,Borrington,68,80,12,high
8559,Napoleon,Brauninger,76,31,-45,critical
8560,Carey,McKernan,90,38,-52,critical
8561,Maudie,Newick,40,48,8,high
8562,Lezley,Wogan,74,15,-59,critical
8563,Leoine,Dei,62,60,-2,critical
8564,Keir,Higounet,24,43,19,high
8565,Codie,Packe,23,32,9,high
8566,Donall,Gailor,1,27,26,medium
8567,Richy,Stoke,76,55,-21,critical
8568,Ric,Mumm,19,93,74,low
8569,Faythe,Meletti,22,9,-13,critical
8570,Riobard,Cavanagh,40,40,0,high
8571,Rona,Nagle,25,38,13,high
8572,Marget,Dimitrov,17,81,64,low
8573,Roxine,Matuszyk,44,46,2,high
8574,Thaine,Taylorson,48,63,15,high
8575,Ingaberg,Parren,50,42,-8,critical
8576,Yancey,Farnorth,49,82,33,medium
8577,Merilee,Symondson,95,93,-2,critical
8578,Hannie,Camp,18,89,71,low
8579,Dela,Tomanek,2,42,40,medium
8580,Billie,Lapham,8,88,80,none
8581,Theobald,Satyford,80,73,-7,critical
8582,Haroun,Staunton,67,93,26,medium
8583,Rosette,Baume,32,48,16,high
8584,Lola,Weson,21,92,71,low
8585,Mason,Annies,91,9,-82,critical
8586,Terrijo,Bertson,74,95,21,high
8587,Simon,Flexman,38,64,26,medium
8588,Leonidas,McIlriach,24,88,64,low
8589,Findley,Mcimmie,80,53,-27,critical
8590,Daron,Bailes,17,15,-2,critical
8591,Noami,Ridesdale,14,88,74,low
8592,Charlie,Wiltshire,60,83,23,high
8593,Matty,Comins,85,87,2,high
8594,Winn,Capewell,88,26,-62,critical
8595,Nina,Kaplan,79,31,-48,critical
8596,Paulina,Kunzel,65,88,23,high
8597,Clemens,Dayborne,93,24,-69,critical
8598,Damiano,Brisco,50,33,-17,critical
8599,Marco,Reavey,5,81,76,none
8600,Dru,Walesa,23,43,20,high
8601,Buddy,Selland,66,28,-38,critical
8602,Janeczka,Titchen,17,62,45,medium
8603,Elyssa,Gadeaux,30,32,2,high
8604,Quinn,MacNeillie,26,79,53,low
8605,Kristo,Itzcak,6,91,85,none
8606,Broddie,Ruppel,18,52,34,medium
8607,Carine,Furse,50,26,-24,critical
8608,Walther,Azema,89,14,-75,critical
8609,Horatius,Wisniowski,20,4,-16,critical
8610,Henrie,Seide,58,23,-35,critical
8611,Ilario,Emanson,82,35,-47,critical
8612,Karoly,Cucuzza,82,66,-16,critical
8613,Irving,Chestle,20,72,52,low
8614,Guglielma,Petry,63,75,12,high
8615,Antonina,Posse,73,49,-24,critical
8616,Rolf,Longthorn,93,95,2,high
8617,Aggi,Pettitt,82,7,-75,critical
8618,Devon,Heamus,82,92,10,high
8619,Gavra,Rawling,24,13,-11,critical
8620,Eartha,Ummfrey,12,24,12,high
8621,Harlin,Fores,64,79,15,high
8622,Egor,Tynemouth,36,79,43,medium
8623,Kate,Thys,88,52,-36,critical
8624,Niels,Brough,42,85,43,medium
8625,Tiena,Worner,50,40,-10,critical
8626,Jessie,Fishwick,3,5,2,high
8627,Rebecka,Sivyour,100,11,-89,critical
8628,Gardner,Adamovitch,43,78,35,medium
8629,Lyndell,Ferretti,66,28,-38,critical
8630,Bethena,Detoile,59,49,-10,critical
8631,Juieta,Reinbach,52,24,-28,critical
8632,Tresa,Barley,94,48,-46,critical
8633,Gunther,Sulman,12,94,82,none
8634,Garnette,Lamerton,41,46,5,high
8635,Teodora,Charker,19,52,33,medium
8636,Desdemona,Verna,91,78,-13,critical
8637,Idelle,Gout,94,93,-1,critical
8638,Joycelin,Guerrazzi,83,99,16,high
8639,Frank,Szach,45,22,-23,critical
8640,Harriett,Chidlow,71,16,-55,critical
8641,Nowell,Jonas,3,84,81,none
8642,Kore,Grewer,61,7,-54,critical
8643,Davida,Weed,43,13,-30,critical
8644,Bernita,Teal,19,6,-13,critical
8645,Galvin,Spolton,79,53,-26,critical
8646,Trixie,Issacof,22,8,-14,critical
8647,Griffin,Barhims,23,42,19,high
8648,Else,Garrow,4,5,1,high
8649,King,Faircley,11,68,57,low
8650,Julietta,McIlheran,8,63,55,low
8651,Rycca,Mongain,44,9,-35,critical
8652,Kalle,Shann,65,13,-52,critical
8653,Iolanthe,Belton,30,42,12,high
8654,Armand,Follan,86,31,-55,critical
8655,Guglielma,Nacci,21,80,59,low
8656,Fidelity,Whitmarsh,85,12,-73,critical
8657,Debbie,Gadd,54,21,-33,critical
8658,Raychel,Biasotti,1,97,96,none
8659,Truman,Rushby,25,38,13,high
8660,Amberly,Minchell,25,84,59,low
8661,Kaiser,Chantler,10,59,49,medium
8662,Benjie,Obell,24,99,75,none
8663,Brand,Brambley,51,4,-47,critical
8664,Babette,Worrill,94,5,-89,critical
8665,Herminia,Farriar,28,38,10,high
8666,Pris,Koubek,94,68,-26,critical
8667,Axe,Layland,63,49,-14,critical
8668,Millie,Peto,32,83,51,low
8669,Nanette,Vany,36,70,34,medium
8670,Benedikta,Bosward,6,88,82,none
8671,Sargent,Lowther,33,34,1,high
8672,Kathye,Clarycott,32,34,2,high
8673,Morrie,Strangman,31,82,51,low
8674,Lorianne,Mengue,71,19,-52,critical
8675,Shana,Edelheid,8,25,17,high
8676,Gretal,Docherty,99,60,-39,critical
8677,Cristionna,McCrostie,51,27,-24,critical
8678,Roshelle,Millichap,96,11,-85,critical
8679,Gayla,Esp,88,88,0,high
8680,Alasteir,Viccars,13,59,46,medium
8681,Aurora,Hardiker,100,97,-3,critical
8682,Cordy,Wasteney,12,30,18,high
8683,Werner,Goschalk,23,35,12,high
8684,Talbert,Tomasi,38,92,54,low
8685,Dolf,Antognoni,72,41,-31,critical
8686,Esta,Coot,42,14,-28,critical
8687,Shamus,Asel,23,96,73,low
8688,Ilaire,Glaum,36,74,38,medium
8689,Kevin,Gini,50,60,10,high
8690,Brita,Reicharz,92,86,-6,critical
8691,Linnell,Bartleman,37,99,62,low
8692,Esta,Swadon,64,47,-17,critical
8693,Skipper,Westfield,19,41,22,high
8694,Ermengarde,Ashburne,61,40,-21,critical
8695,Jarrad,Mouatt,14,23,9,high
8696,Emmalyn,Cookney,15,59,44,medium
8697,Parker,Robart,5,78,73,low
8698,Regine,Picton,22,5,-17,critical
8699,Roman,Keson,51,98,47,medium
8700,Issie,Chidwick,98,20,-78,critical
8701,Peri,Petters,99,58,-41,critical
8702,Nat,Abelson,43,61,18,high
8703,Eugene,Calton,94,65,-29,critical
8704,Veronike,Martelet,5,35,30,medium
8705,Jessa,Shelsher,62,93,31,medium
8706,Sisely,Grissett,58,43,-15,critical
8707,Lynnea,Jarritt,72,10,-62,critical
8708,Phil,Milella,8,81,73,low
8709,Constantina,Loughlan,62,89,27,medium
8710,Benn,MacCallister,35,2,-33,critical
8711,Aldis,McGoldrick,43,95,52,low
8712,Dorita,Wesley,19,38,19,high
8713,Caddric,Carroll,71,83,12,high
8714,Ara,Wandrey,16,37,21,high
8715,Darleen,Murt,19,85,66,low
8716,Barnabe,Slater,99,19,-80,critical
8717,Kayne,Sapey,50,12,-38,critical
8718,Paco,Dudbridge,84,4,-80,critical
8719,My,Vest,11,20,9,high
8720,Konstanze,Doy,58,40,-18,critical
8721,Sheba,Imrie,91,22,-69,critical
8722,Melodie,Lesaunier,51,36,-15,critical
8723,Martynne,Williamson,99,35,-64,critical
8724,Karalee,Stanistreet,18,52,34,medium
8725,Marion,Kintzel,97,59,-38,critical
8726,Sheryl,Waistall,35,61,26,medium
8727,Amandie,Fandrey,7,94,87,none
8728,Bone,Persich,78,71,-7,critical
8729,Ilyse,Juden,59,34,-25,critical
8730,Dorothee,Ruddlesden,82,70,-12,critical
8731,Carolyn,Gozney,49,30,-19,critical
8732,Abigail,Renhard,49,19,-30,critical
8733,Curtis,Napthine,24,91,67,low
8734,Fernandina,Gwioneth,57,66,9,high
8735,Tamas,Jojic,49,45,-4,critical
8736,Susette,Duckhouse,47,92,45,medium
8737,Kane,Hawkin,20,98,78,none
8738,Alma,Blankenship,72,27,-45,critical
8739,Wynne,Armatidge,53,19,-34,critical
8740,Willi,Exton,24,96,72,low
8741,Justino,Huddles,38,2,-36,critical
8742,Janot,Gold,20,32,12,high
8743,Mahala,Gorghetto,76,5,-71,critical
8744,Frasco,Paskin,45,83,38,medium
8745,Othilie,O'Lenechan,46,9,-37,critical
8746,Sarajane,Achrameev,30,57,27,medium
8747,Stafani,Masi,51,42,-9,critical
8748,Caitrin,Hurkett,63,11,-52,critical
8749,Caryl,Lyptrit,63,95,32,medium
8750,Gusta,Pechard,32,88,56,low
8751,Gert,Danielian,19,85,66,low
8752,Ibby,Demke,89,43,-46,critical
8753,Carly,Aguilar,21,60,39,medium
8754,Nico,Baysting,47,17,-30,critical
8755,Cassaundra,Setterington,34,78,44,medium
8756,Rosamond,Derisley,63,65,2,high
8757,Penelope,Twinborough,91,26,-65,critical
8758,Corella,Austwick,59,3,-56,critical
8759,Janie,Brazur,10,26,16,high
8760,Mose,Zanelli,54,18,-36,critical
8761,Christin,Dohmer,26,55,29,medium
8762,Britta,Cottom,100,3,-97,critical
8763,Jessey,Romanet,66,91,25,medium
8764,Lek,Domeney,17,13,-4,critical
8765,Lise,Codeman,64,77,13,high
8766,Mill,McMakin,87,71,-16,critical
8767,Ted,Gable,3,59,56,low
8768,Ingaberg,Meadley,80,30,-50,critical
8769,Jillian,Windridge,60,69,9,high
8770,Betti,Kiely,3,12,9,high
8771,Jeramey,Conlon,91,45,-46,critical
8772,Clare,Ivan,12,92,80,none
8773,Patton,McPhillimey,83,49,-34,critical
8774,Harrietta,Grief,5,28,23,high
8775,Deina,Gabotti,67,40,-27,critical
8776,Florri,Kirkam,93,100,7,high
8777,Calypso,Whitlam,40,88,48,medium
8778,Fancy,Bedin,46,57,11,high
8779,Bron,Bartley,65,42,-23,critical
8780,Karla,Soff,2,24,22,high
8781,Allyson,Kneesha,41,19,-22,critical
8782,Eulalie,Shimmings,11,98,87,none
8783,Danie,Elnough,56,34,-22,critical
8784,Ancell,Reavey,15,34,19,high
8785,Luisa,Cornely,21,12,-9,critical
8786,Stern,Renfrew,48,78,30,medium
8787,Annice,Mackilpatrick,67,22,-45,critical
8788,Lisetta,Sweeting,62,17,-45,critical
8789,Mata,Clace,39,11,-28,critical
8790,Coral,Jakubowicz,81,41,-40,critical
8791,Butch,Bredes,6,98,92,none
8792,Cloris,McMichael,38,65,27,medium
8793,Caryl,Denty,64,35,-29,critical
8794,Ches,Colam,80,42,-38,critical
8795,Christin,Benda,79,83,4,high
8796,Rheba,Durbin,77,50,-27,critical
8797,Olly,Ellerker,60,81,21,high
8798,Zabrina,Flukes,62,90,28,medium
8799,Goldarina,Monksfield,57,27,-30,critical
8800,Miguel,Linnemann,53,22,-31,critical
8801,Wilie,Hanscom,80,78,-2,critical
8802,Doretta,Scollan,32,59,27,medium
8803,Tabbatha,Grim,39,44,5,high
8804,Raychel,Montford,37,27,-10,critical
8805,Sebastiano,Gladeche,90,72,-18,critical
8806,Cornelle,Corselles,70,23,-47,critical
8807,Kathryne,Atcherley,79,83,4,high
8808,Rudyard,Oxton,100,71,-29,critical
8809,Gabriella,Furby,81,11,-70,critical
8810,Eva,Ableson,93,71,-22,critical
8811,Tate,McKelvie,33,65,32,medium
8812,Nathanial,Dorot,56,25,-31,critical
8813,Nehemiah,Wherton,58,54,-4,critical
8814,Debra,Fenich,47,70,23,high
8815,Eyde,Ebbitt,25,78,53,low
8816,Amandie,Waddam,55,5,-50,critical
8817,Brita,Richardeau,16,28,12,high
8818,Alano,Goroni,97,39,-58,critical
8819,Mariana,Joska,12,98,86,none
8820,Brigitta,McLeod,70,33,-37,critical
8821,Geneva,Zellner,90,47,-43,critical
8822,Zita,Cranson,22,58,36,medium
8823,Noemi,Jaquest,74,43,-31,critical
8824,Shawnee,Duley,27,96,69,low
8825,Noak,Lillow,50,34,-16,critical
8826,Olive,Mockes,48,100,52,low
8827,Warde,Pizzie,46,62,16,high
8828,Lethia,Wildbore,32,16,-16,critical
8829,Augy,Krates,18,90,72,low
8830,Lyman,Jakubovski,47,7,-40,critical
8831,Maureen,Crathorne,81,99,18,high
8832,Lou,Naseby,90,43,-47,critical
8833,Kaylil,Barme,46,51,5,high
8834,Cobb,Snasel,95,20,-75,critical
8835,Albie,Ginman,24,84,60,low
8836,Vlad,Rafferty,24,93,69,low
8837,Pepito,Seston,25,75,50,low
8838,Yehudi,Swindon,49,55,6,high
8839,Halsy,Posnett,63,43,-20,critical
8840,Ely,Pavel,25,72,47,medium
8841,Lori,Malloy,58,34,-24,critical
8842,Stafford,Rouch,31,3,-28,critical
8843,Alisander,Pedrocchi,84,48,-36,critical
8844,Raffarty,Van der Brug,94,100,6,high
8845,Derby,Kenan,5,67,62,low
8846,Heddie,Byrnes,42,28,-14,critical
8847,Nanice,Becraft,8,45,37,medium
8848,Gail,Casino,54,96,42,medium
8849,Kori,Judge,49,97,48,medium
8850,Keary,Bembrick,22,30,8,high
8851,Cornell,Quarterman,77,82,5,high
8852,Horten,Cardnell,71,87,16,high
8853,Lorry,Lauret,78,6,-72,critical
8854,Cinnamon,Betton,31,87,56,low
8855,Douglas,Keeping,47,16,-31,critical
8856,Evangeline,Longdon,53,48,-5,critical
8857,Albert,Boult,43,36,-7,critical
8858,Eula,Timewell,38,27,-11,critical
8859,Teodora,Moscrop,20,71,51,low
8860,Linnell,Conniam,85,34,-51,critical
8861,Thorny,Ruckert,62,7,-55,critical
8862,Bronson,Tailour,4,55,51,low
8863,Malia,Baldick,87,69,-18,critical
8864,Lesley,Cordner,91,27,-64,critical
8865,Aube,Tedridge,82,17,-65,critical
8866,Lora,Durbyn,14,85,71,low
8867,Siegfried,Fortnon,48,30,-18,critical
8868,Lib,Corbridge,1,6,5,high
8869,Myrilla,Bramble,57,9,-48,critical
8870,Reese,Rabat,59,69,10,high
8871,Blancha,Fairhurst,55,29,-26,critical
8872,Augustina,Doll,76,90,14,high
8873,Gene,Dobbson,3,45,42,medium
8874,Dulcie,Marte,92,22,-70,critical
8875,Hilario,Ishchenko,39,23,-16,critical
8876,Zared,Icom,89,16,-73,critical
8877,Harland,Doncaster,100,100,0,high
8878,Wiley,Hardy-Piggin,67,5,-62,critical
8879,Daniel,Shaddock,26,71,45,medium
8880,Ruthie,McMeyler,81,44,-37,critical
8881,Avivah,Boecke,4,81,77,none
8882,Anestassia,McGeoch,81,33,-48,critical
8883,Vitia,Southerns,21,53,32,medium
8884,Natassia,Gamble,44,19,-25,critical
8885,Frasier,Statersfield,42,10,-32,critical
8886,Stacy,Febre,72,93,21,high
8887,Blanch,Machen,50,51,1,high
8888,Rori,Glavias,95,60,-35,critical
8889,Tessa,Farran,48,29,-19,critical
8890,Millie,Tofano,8,50,42,medium
8891,Moyra,McCrainor,43,62,19,high
8892,Riordan,Duns,16,61,45,medium
8893,Rollo,Penni,30,8,-22,critical
8894,Alina,Sansbury,24,36,12,high
8895,Bernardo,Ingman,51,93,42,medium
8896,Kristoforo,Obington,31,53,22,high
8897,Royce,O'Lenane,45,36,-9,critical
8898,Jasen,Wederell,74,38,-36,critical
8899,Carlie,Jacobssen,17,49,32,medium
8900,Gladys,McGarrie,48,55,7,high
8901,Inness,Schaben,67,22,-45,critical
8902,Kellina,Rime,54,32,-22,critical
8903,Glyn,Linggard,44,46,2,high
8904,Toni,O'Dyvoy,10,55,45,medium
8905,Amandy,Clampe,57,13,-44,critical
8906,Wilfred,Youson,63,16,-47,critical
8907,Hermon,Cattell,8,32,24,high
8908,Kent,De Rye Barrett,58,23,-35,critical
8909,Meade,Garron,78,82,4,high
8910,Tabby,Krabbe,55,77,22,high
8911,Iggie,Hutchin,36,66,30,medium
8912,Ann,Oxenden,77,34,-43,critical
8913,Noelle,Load,17,73,56,low
8914,Chilton,Ledrun,76,93,17,high
8915,Christos,Schofield,55,60,5,high
8916,Thibaud,Dunge,26,33,7,high
8917,Craggie,Allbrook,78,51,-27,critical
8918,Nadeen,Franzman,5,87,82,none
8919,Illa,McKinley,78,99,21,high
8920,Farra,Raddon,60,81,21,high
8921,Crissy,Rittelmeyer,64,64,0,high
8922,Penrod,Scuffham,86,57,-29,critical
8923,Jody,MacShane,96,78,-18,critical
8924,Sheila,Jelphs,78,55,-23,critical
8925,Tatiania,Sigward,7,18,11,high
8926,Charlena,Papen,38,73,35,medium
8927,Honoria,Badrock,57,86,29,medium
8928,Amalea,Burdge,21,95,74,low
8929,Darbee,Storey,93,12,-81,critical
8930,Paco,Paulton,60,43,-17,critical
8931,Allen,Van den Bosch,56,71,15,high
8932,Kaleena,Millership,22,34,12,high
8933,Todd,Whitewood,70,12,-58,critical
8934,Christyna,Atwill,7,55,48,medium
8935,Lenci,Thying,99,58,-41,critical
8936,Hermie,Carlisi,72,4,-68,critical
8937,Feodora,Jelfs,53,10,-43,critical
8938,Crichton,O'Reilly,31,26,-5,critical
8939,Boone,Selburn,81,65,-16,critical
8940,Valene,Hinsch,89,89,0,high
8941,Ricca,Dallander,95,45,-50,critical
8942,Sheelagh,St. Hill,88,77,-11,critical
8943,Ada,Scarisbrick,38,6,-32,critical
8944,Redford,Jakubski,48,42,-6,critical
8945,Dodi,Gooddy,50,8,-42,critical
8946,Tomas,Waszczyk,4,71,67,low
8947,Darb,Bagby,39,94,55,low
8948,Jeri,Poyle,86,92,6,high
8949,Roselle,Haucke,32,59,27,medium
8950,Bernete,Graeme,24,7,-17,critical
8951,Carolin,Rundle,68,77,9,high
8952,Cordey,Seabright,52,60,8,high
8953,Julienne,Spikins,74,36,-38,critical
8954,Eustacia,Gontier,65,51,-14,critical
8955,Marita,Martlew,35,41,6,high
8956,Tirrell,Cakebread,52,96,44,medium
8957,Alan,Le Merchant,45,2,-43,critical
8958,Maxi,Gheorghescu,100,72,-28,critical
8959,Brant,Franscioni,30,28,-2,critical
8960,Nissa,Brissenden,93,97,4,high
8961,Mari,Dechelette,18,17,-1,critical
8962,Udale,Frantz,35,75,40,medium
8963,Joann,Bottell,22,29,7,high
8964,Saxon,Farny,60,94,34,medium
8965,Aimil,Dunnan,67,61,-6,critical
8966,Claudius,MacAloren,52,24,-28,critical
8967,Brnaby,Oddboy,67,7,-60,critical
8968,Amandie,Cosely,29,8,-21,critical
8969,Taddeusz,Stede,54,97,43,medium
8970,Etti,Arnowicz,92,23,-69,critical
8971,Huey,Swadling,23,27,4,high
8972,Erma,Ary,75,54,-21,critical
8973,Myca,Cottie,58,33,-25,critical
8974,Cris,MacKibbon,70,26,-44,critical
8975,Wendye,Ianinotti,12,8,-4,critical
8976,Seymour,Nemchinov,41,54,13,high
8977,Waldemar,Adamthwaite,16,38,22,high
8978,Mimi,Tutchener,33,68,35,medium
8979,Vi,Vitall,72,59,-13,critical
8980,Freddy,Leefe,8,36,28,medium
8981,Carolyne,Bartosch,39,74,35,medium
8982,Jaine,Coysh,78,80,2,high
8983,Benjamin,Bilam,39,5,-34,critical
8984,Giordano,Southerill,81,71,-10,critical
8985,Indira,Thornebarrow,93,46,-47,critical
8986,Sinclair,Rodgier,98,49,-49,critical
8987,Clerkclaude,Abbiss,22,28,6,high
8988,Winston,Tilley,92,16,-76,critical
8989,Maury,McElvine,89,72,-17,critical
8990,Lucie,Langthorne,10,40,30,medium
8991,Allistir,Rudgard,90,70,-20,critical
8992,Elmo,Quiney,98,16,-82,critical
8993,Desi,Willarton,70,85,15,high
8994,Alie,Lurner,56,90,34,medium
8995,Matthaeus,Blucher,81,19,-62,critical
8996,Ginger,Allard,80,40,-40,critical
8997,Alvin,Blofield,47,74,27,medium
8998,Revkah,Barbosa,58,35,-23,critical
8999,Arline,Hails,89,3,-86,critical
9000,Aurel,Francescuzzi,10,97,87,none
9001,Wally,Sancho,83,58,-25,critical
9002,Maren,Shead,43,33,-10,critical
9003,Janene,Gelling,68,37,-31,critical
9004,Brendin,Camblin,56,45,-11,critical
9005,Glynis,Tyhurst,11,42,31,medium
9006,Bibbie,Face,28,82,54,low
9007,Brok,Woolvett,12,35,23,high
9008,Glynn,Clausen,33,80,47,medium
9009,Ximenes,Kulis,87,22,-65,critical
9010,Levin,Blose,7,93,86,none
9011,Anett,Kiljan,6,44,38,medium
9012,Latrena,Roff,32,57,25,medium
9013,Jeanne,Whipp,62,95,33,medium
9014,Creight,Lovekin,44,21,-23,critical
9015,Sean,Renihan,60,2,-58,critical
9016,Noach,Ciotto,29,35,6,high
9017,Arleta,Hasslocher,3,29,26,medium
9018,Henrik,Portinari,29,79,50,low
9019,Lynett,Thackeray,30,13,-17,critical
9020,Tabb,Gertz,26,80,54,low
9021,Opalina,MacColm,95,62,-33,critical
9022,Tucker,Harbottle,20,100,80,none
9023,Gustavo,Stoneham,18,28,10,high
9024,Leigh,Pullen,49,34,-15,critical
9025,Bambi,Spall,50,12,-38,critical
9026,Carmelle,Dabrowski,62,30,-32,critical
9027,Gage,Sparhawk,47,20,-27,critical
9028,Chalmers,Dessent,1,96,95,none
9029,Sella,Fontes,99,97,-2,critical
9030,Arly,Clapton,23,47,24,high
9031,Christie,Costelow,41,65,24,high
9032,Adolpho,Schubert,95,4,-91,critical
9033,Laurene,Wolverson,74,16,-58,critical
9034,Andreana,Tuttle,49,89,40,medium
9035,Stacia,Dorton,30,33,3,high
9036,Ketti,Perico,64,22,-42,critical
9037,Kali,Gregorin,34,85,51,low
9038,Harmonie,Attaway,3,19,16,high
9039,Bobbe,Cuffley,75,41,-34,critical
9040,Karol,Lumly,34,80,46,medium
9041,Mikkel,McAvaddy,13,13,0,high
9042,Mignon,Verbrugge,38,6,-32,critical
9043,Traci,Peasegod,32,3,-29,critical
9044,Cassaundra,Krop,37,19,-18,critical
9045,Delores,Flucks,72,33,-39,critical
9046,Emmett,Hambidge,58,61,3,high
9047,Rodi,Dunbavin,34,14,-20,critical
9048,Ivette,Dawkins,43,69,26,medium
9049,Eda,O'Scanlon,4,77,73,low
9050,Vivyanne,Cominello,98,9,-89,critical
9051,Leeanne,Harland,64,5,-59,critical
9052,Aldon,Assad,42,88,46,medium
9053,Marthe,De Zamudio,17,97,80,none
9054,Morissa,Giamitti,49,97,48,medium
9055,Stevie,Sterte,92,55,-37,critical
9056,Jerald,Tippett,11,97,86,none
9057,Donny,Taffs,43,26,-17,critical
9058,Channa,Hargie,50,73,23,high
9059,Charlean,Fawcitt,55,89,34,medium
9060,Risa,Tipperton,14,41,27,medium
9061,Sumner,Limprecht,19,48,29,medium
9062,Emanuele,Filoniere,96,71,-25,critical
9063,Demetri,Swyer,23,58,35,medium
9064,Pammie,Peinton,94,54,-40,critical
9065,Winny,Lascell,14,56,42,medium
9066,Leelah,Sattin,48,95,47,medium
9067,Joycelin,Keaveny,38,21,-17,critical
9068,Darda,Birtwisle,92,95,3,high
9069,Konstantine,Goare,22,68,46,medium
9070,Leonard,Durrett,11,11,0,high
9071,Thorsten,Olivetti,12,20,8,high
9072,Binny,Vannah,90,20,-70,critical
9073,Orel,Dulson,42,81,39,medium
9074,Ric,Rowlatt,96,91,-5,critical
9075,Eveleen,Stubbeley,95,11,-84,critical
9076,Peg,Stevings,6,56,50,low
9077,Erika,Francescuzzi,18,92,74,low
9078,Romeo,Kenworth,89,3,-86,critical
9079,Kass,Coppledike,49,48,-1,critical
9080,Jessie,Sapshed,72,72,0,high
9081,Ferdie,MacQuarrie,77,99,22,high
9082,Meredeth,Alldread,67,74,7,high
9083,Charleen,Greiser,69,32,-37,critical
9084,Elvina,Birds,6,57,51,low
9085,Sybille,Riccard,34,81,47,medium
9086,Brant,O'Donnell,95,26,-69,critical
9087,Farrah,Probart,92,82,-10,critical
9088,Jocelin,Giampietro,17,81,64,low
9089,Camilla,Plaide,58,72,14,high
9090,Fidelity,Coleford,12,2,-10,critical
9091,Alex,Faas,27,44,17,high
